pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,st_teff,st_rad,st_mass,P_NAME,P_HABITABLE,P_ESI,P_HABZONE_CON,P_HABZONE_OPT,P_TEMP_SURF,P_TYPE
Kepler-1167 b,1.71,3.57,1419.0,0.0175,4971.0,0.75,0.79,Kepler-1167 b,0,0.27046578,0,0,1597.3736,Superterran
Kepler-1581 b,0.8,0.437,1108.0,0.06865,6022.0,1.23,1.12,Kepler-1581 b,0,0.29113212,0,0,1387.8597,Subterran
Kepler-280 c,2.01,4.7,1088.0,0.056,5744.0,0.886,0.962,Kepler-280 c,0,0.25900003,0,0,1171.7407,Superterran
Kepler-1208 b,2.32,5.99,665.0,0.0901,5001.0,0.76,0.8,Kepler-1208 b,0,0.27594474,0,0,697.12896,Superterran
Kepler-263 c,2.47,6.66,386.0,0.242,5265.0,0.785,0.793,Kepler-263 c,0,0.4133865,0,0,449.79833,Superterran
Kepler-1101 b,2.47,6.66,393.0,0.3483,5614.0,0.91,0.94,Kepler-1101 b,0,0.49665022,0,0,398.28943,Superterran
Kepler-560 b,1.72,3.61,298.0,0.0899,3556.0,0.33,0.34,Kepler-560 b,0,0.65293369,0,0,356.45534,Superterran
Kepler-1600 c,1.94206512,4.43,786.0,0.06961,5119.0,0.834,0.818,Kepler-1600 c,0,0.27132995,0,0,901.70797,Superterran
Kepler-626 b,2.29,5.86,784.0,0.10913,5813.0,1.05,1.01,Kepler-626 b,0,0.2593482,0,0,828.08821,Superterran
K2-62 c,1.99,4.62,495.0,0.1148,4455.0,0.696,0.67,K2-62 c,0,0.34477206,0,0,541.63233,Superterran
Kepler-1149 b,1.44,2.67,1128.0,0.0473,5833.0,1.01,1.02,Kepler-1149 b,0,0.2836145,0,0,1454.6046,Terran
Kepler-1288 b,1.12,1.46,2017.0,0.04135,6132.0,1.29,1.2,Kepler-1288 b,0,0.293093,0,0,1641.2733,Terran
Kepler-128 b,1.421,3.79,968.0,0.12545,6072.0,1.659,1.184,Kepler-128 b,0,0.28770814,0,0,1131.2257,Terran
Kepler-1245 b,1.44,2.67,1043.0,0.0484,5306.0,0.83,0.86,Kepler-1245 b,0,0.28983589,0,0,1032.1738,Terran
Kepler-272 c,1.79,97.8,947.0,0.061,5297.0,0.929,0.91,Kepler-272 c,0,0.26942762,0,0,1209.931,Superterran
Kepler-152 c,2.39,6.3,326.0,0.356,5088.0,0.724,0.779,Kepler-152 c,0,0.56420082,0,0,368.93556,Superterran
Kepler-1506 b,1.32,2.3,783.0,0.1168,5676.0,0.93,0.95,Kepler-1506 b,0,0.29332794,0,0,1075.732,Terran
HD 86226 c,2.16,7.25,1311.0,0.049,5863.0,1.053,1.019,HD 86226 c,0,0.24944255,0,0,1354.1743,Superterran
Kepler-595 c,1.009,3.3,679.0,0.0983,5138.5,0.821,0.93,Kepler-595 c,0,0.32269634,0,0,751.01526,Terran
HD 21749 c,0.892,3.7,701.0,0.0695,4640.0,0.695,0.73,HD 21749 c,0,0.3240778,0,0,735.24676,Terran
Kepler-18 b,2.0,6.9,1165.0,0.0447,5345.0,1.108,0.972,Kepler-18 b,0,0.2575163,0,0,1336.6625,Superterran
HD 106315 b,2.44,12.6,1153.0,0.0907,6327.0,1.296,1.091,HD 106315 b,0,0.23819246,0,0,1167.8487,Superterran
Kepler-59 c,1.98,3.81,752.0,0.13114,6074.0,0.94,1.04,Kepler-59 c,0,0.2675148,0,0,935.94098,Superterran
L 98-59 b,0.837,0.46,620.0,0.0223,3415.0,0.3155,0.2923,L 98-59 b,0,0.34784141,0,0,632.87152,Terran
Kepler-59 b,1.1,4.1,864.0,0.09943,6074.0,0.94,1.04,Kepler-59 b,0,0.29930077,0,0,1075.001,Terran
Kepler-69 b,2.24,5.65,779.0,0.094,5638.0,0.93,0.81,Kepler-69 b,0,0.25710442,0,0,885.95557,Superterran
Kepler-65 d,1.52,4.14,1117.0,0.084,6211.0,1.41,1.25,Kepler-65 d,0,0.28132161,0,0,1298.7649,Terran
Kepler-52 c,1.84,45.4,433.0,0.10379,4075.0,0.52,0.54,Kepler-52 c,0,0.39216848,0,0,503.32415,Superterran
Kepler-55 b,2.43,43.0,400.0,0.1593,4362.0,0.58,0.62,Kepler-55 b,0,0.39717959,0,0,464.58762,Superterran
GJ 536 b,2.41,6.37,451.0,0.0668,3641.0,0.529,0.528,GJ 536 b,0,0.37099671,0,0,504.34973,Superterran
Kepler-50 c,2.17,8.2,1125.0,0.087,6225.0,1.58,1.24,Kepler-50 c,0,0.24918376,0,0,1327.9016,Superterran
Kepler-347 b,1.97,4.54,908.0,0.11,6088.0,1.005,0.922,Kepler-347 b,0,0.26349265,0,0,1056.1587,Superterran
Kepler-186 b,1.07,1.24,571.0,0.0343,3788.0,0.472,0.478,Kepler-186 b,0,0.33171879,0,0,699.88786,Terran
Kepler-311 c,1.43,2.63,744.0,0.145,5905.0,1.188,0.994,Kepler-311 c,0,0.3004243,0,0,844.28976,Terran
Kepler-186 d,1.4,2.54,379.0,0.0781,3788.0,0.472,0.478,Kepler-186 d,0,0.46215771,0,0,463.82057,Terran
Kepler-11 b,1.8,1.9,849.0,0.091,5663.0,1.065,0.961,Kepler-11 b,0,0.27307392,0,0,1021.7622,Terran
Kepler-32 c,2.0,158.9,451.0,0.09,3900.0,0.53,0.58,Kepler-32 c,0,0.43503772,0,0,455.83143,Superterran
Kepler-1735 b,1.19429134,1.84,502.0,0.0621,3975.0,0.509,0.535,Kepler-1735 b,0,0.37001232,0,0,580.93791,Terran
Kepler-32 f,0.82,969.228,1026.0,0.013,3900.0,0.53,0.58,Kepler-32 f,0,0.29408682,0,0,1199.3718,Terran
Kepler-158 b,2.12,5.14,500.0,0.111,4623.0,0.624,0.655,Kepler-158 b,0,0.33552653,0,0,558.48824,Superterran
Kepler-134 c,1.26,2.13,892.0,0.092,5983.0,1.176,0.956,Kepler-134 c,0,0.29848605,0,0,982.38474,Terran
KOI-94 b,1.71,10.5,1486.0,0.05119,6182.0,1.52,1.277,KOI-94 b,0,0.27017899,0,0,1668.6203,Superterran
Kepler-415 c,2.01,4.7,543.0,0.0695,4362.0,0.643,0.67,Kepler-415 c,0,0.29411768,0,0,686.56731,Superterran
Kepler-290 b,2.25,5.69,594.0,0.11,5147.0,0.743,0.756,Kepler-290 b,0,0.30085203,0,0,619.05492,Superterran
Kepler-784 b,1.58,3.12,688.0,0.22111,5674.0,1.32,1.0,Kepler-784 b,0,0.28262426,0,0,1062.364,Terran
Kepler-42 c,0.73,60.337,720.0,0.006,3068.0,0.17,0.13,Kepler-42 c,0,0.30498546,0,0,821.95851,Subterran
Kepler-33 c,3.2,0.39,1009.0,0.1189,5904.0,1.82,1.291,Kepler-33 c,0,0.20665889,0,0,1149.0385,Subterran
Kepler-641 b,1.85,4.08,926.0,0.0895,5713.0,1.13,1.02,Kepler-641 b,0,0.26636557,0,0,1214.5939,Superterran
Kepler-865 b,2.49,6.76,694.0,0.1057,5570.0,0.92,0.93,Kepler-865 b,0,0.25928214,0,0,745.39766,Superterran
Kepler-415 b,1.21,119.9,694.0,0.0426,4362.0,0.643,0.67,Kepler-415 b,0,0.30582696,0,0,876.9417,Terran
Kepler-338 e,1.56,8.5,1143.0,0.08979,5999.0,1.735,1.14,Kepler-338 e,0,0.27904948,0,0,1345.4108,Terran
Kepler-33 b,1.74,3.68,1336.0,0.0677,5904.0,1.82,1.291,Kepler-33 b,0,0.26929614,0,0,1522.759,Superterran
Kepler-314 b,0.83,0.498,1195.0,0.035,5378.0,0.95,0.99,Kepler-314 b,0,0.29274529,0,0,1350.1795,Terran
Kepler-52 b,2.1,135.0,553.0,0.0637,4075.0,0.52,0.54,Kepler-52 b,0,0.30097127,0,0,642.47437,Superterran
Kepler-347 c,1.75,3.71,705.0,0.183,6088.0,1.005,0.922,Kepler-347 c,0,0.28752281,0,0,818.84175,Superterran
Kepler-158 c,1.9,4.27,418.0,0.158,4623.0,0.624,0.655,Kepler-158 c,0,0.42586681,0,0,468.10899,Superterran
Kepler-269 b,2.47,6.66,1007.0,0.061,5847.0,0.959,0.92,Kepler-269 b,0,0.23413282,0,0,1439.6622,Superterran
Kepler-300 c,2.25,5.69,516.0,0.232,5986.0,0.9,1.07,Kepler-300 c,0,0.2739873,0,0,726.40952,Superterran
Kepler-124 d,1.11,1.41,428.0,0.17,4984.0,0.636,0.706,Kepler-124 d,0,0.40218939,0,0,533.2748,Terran
Kepler-114 c,1.6,2.8,507.0,0.06482,4660.0,0.54,0.56,Kepler-114 c,0,0.30175426,0,0,761.76499,Terran
Kepler-402 c,1.56,3.05,1140.0,0.068,6090.0,1.264,1.072,Kepler-402 c,0,0.28016372,0,0,1239.9982,Terran
Kepler-157 b,1.32,2.3,1546.0,0.028,5774.0,1.044,0.95,Kepler-157 b,0,0.28708872,0,0,1811.7426,Terran
Kepler-81 c,2.37,4.3,502.0,0.08347,4385.0,0.59,0.64,Kepler-81 c,0,0.30323435,0,0,596.91201,Superterran
Kepler-295 b,1.22,1.98,741.0,0.099,5603.0,0.898,0.89,Kepler-295 b,0,0.29266296,0,0,1313.2818,Terran
Kepler-450 d,0.837,17.6,1199.0,0.0827,6197.21,1.64162,1.19,Kepler-450 d,0,0.29272919,0,0,1380.3327,Terran
Kepler-238 f,2.0,13.5,568.0,0.28635,5800.0,0.96,1.06,Kepler-238 f,0,0.29112765,0,0,703.06615,Superterran
Kepler-285 b,1.34,2.36,1131.0,0.036,5411.0,0.808,0.915,Kepler-285 b,0,0.28890753,0,0,1291.2914,Terran
Kepler-181 b,1.27,2.15,1041.0,0.04,5333.0,0.749,0.81,Kepler-181 b,0,0.29326569,0,0,1156.4997,Terran
Kepler-1398 c,1.03,1.08,1324.0,0.05087,6126.0,1.18,1.13,Kepler-1398 c,0,0.29460686,0,0,1524.5456,Terran
Kepler-284 b,2.24,5.65,686.0,0.104,5615.0,0.814,0.766,Kepler-284 b,0,0.27338216,0,0,733.09263,Superterran
Kepler-654 b,2.07,4.94,831.0,0.11664,5865.0,1.11,1.04,Kepler-654 b,0,0.25688881,0,0,1123.5526,Superterran
Kepler-328 b,2.3,28.5,602.0,0.2199,6064.0,1.06,1.15,Kepler-328 b,0,0.26265248,0,0,790.33808,Superterran
Kepler-341 c,1.7,3.53,940.0,0.08,6012.0,1.024,0.976,Kepler-341 c,0,0.27602227,0,0,1094.2852,Superterran
Kepler-225 b,1.2,1.87,579.0,0.056,3682.0,0.48,0.593,Kepler-225 b,0,0.33241,0,0,685.22233,Terran
Kepler-216 b,2.35,6.12,1069.0,0.079,6091.0,1.26,1.126,Kepler-216 b,0,0.24011457,0,0,1379.1515,Superterran
Kepler-291 b,2.16,5.31,1212.0,0.047,6002.0,1.016,1.023,Kepler-291 b,0,0.24924081,0,0,1382.3773,Superterran
Kepler-242 c,2.0,4.66,613.0,0.109,5020.0,0.85,0.748,Kepler-242 c,0,0.31667596,0,0,612.2972,Superterran
Kepler-240 b,1.37,2.45,864.0,0.048,4985.0,0.739,0.868,Kepler-240 b,0,0.29500273,0,0,971.19157,Terran
Kepler-179 b,1.64,3.33,1075.0,0.036,5302.0,0.759,0.893,Kepler-179 b,0,0.27578142,0,0,1292.035,Superterran
Kepler-303 b,0.89,0.64,802.0,0.024,3944.0,0.485,0.575,Kepler-303 b,0,0.30110016,0,0,1005.3561,Terran
Kepler-260 b,2.01,4.7,782.0,0.075,5250.0,0.862,1.013,Kepler-260 b,0,0.26339753,0,0,996.31092,Superterran
Kepler-226 b,1.55,24.0,1018.0,0.047,5571.0,0.802,0.904,Kepler-226 b,0,0.28190623,0,0,1156.4493,Terran
Kepler-1162 b,2.21,5.52,490.0,0.19,5390.0,0.84,0.89,Kepler-1162 b,0,0.33660185,0,0,548.33848,Superterran
Kepler-1126 b,1.73,3.64,374.0,0.41251,5798.0,0.93,0.92,Kepler-1126 b,0,0.50452199,0,0,423.06871,Superterran
Kepler-165 c,2.23,5.6,581.0,0.11,5211.0,0.77,0.746,Kepler-165 c,0,0.28891573,0,0,661.04219,Superterran
Kepler-197 d,1.22,1.98,810.0,0.119,6004.0,1.12,0.857,Kepler-197 d,0,0.30127592,0,0,947.60557,Terran
Kepler-125 b,2.37,6.21,590.0,0.041,3810.0,0.512,0.542101,Kepler-125 b,0,0.28170932,0,0,661.5057,Superterran
Kepler-306 c,2.35,6.12,716.0,0.067,4954.0,0.719,0.75,Kepler-306 c,0,0.25471573,0,0,848.47318,Superterran
KOI-351 c,1.19,1.81,987.0,0.089,6080.0,1.2,1.2,KOI-351 c,0,0.29621847,0,0,1125.85,Terran
Kepler-184 d,2.49,6.76,559.0,0.179,5788.0,0.873,0.872,Kepler-184 d,0,0.29696527,0,0,597.3777,Superterran
Kepler-309 b,1.56,3.05,531.0,0.059,4713.0,0.721,0.816,Kepler-309 b,0,0.2939628,0,0,851.13709,Terran
Kepler-11 f,2.49,2.0,513.0,0.25,5663.0,1.065,0.961,Kepler-11 f,0,0.28957001,0,0,616.52534,Terran
Kepler-166 c,2.38,6.26,468.0,0.195,5413.0,0.742,0.811,Kepler-166 c,0,0.34527362,0,0,521.98523,Superterran
Kepler-275 b,2.34,6.08,1015.0,0.098,6165.0,1.383,1.189,Kepler-275 b,0,0.24257331,0,0,1190.0425,Superterran
Kepler-1298 b,1.31,2.27,1373.0,0.0814,6339.0,2.0,1.45,Kepler-1298 b,0,0.28791529,0,0,1629.3658,Terran
Kepler-11 c,2.87,2.9,786.0,0.107,5663.0,1.065,0.961,Kepler-11 c,0,0.22561206,0,0,942.35661,Terran
Kepler-286 c,1.37,2.45,1098.0,0.042,5580.0,0.863,0.83,Kepler-286 c,0,0.28753989,0,0,1313.1093,Terran
Kepler-261 b,2.18,5.39,672.0,0.088,5098.0,0.794,0.834,Kepler-261 b,0,0.27538881,0,0,739.4932,Superterran
Kepler-292 d,2.23,5.6,808.0,0.068,5299.0,0.826,0.865,Kepler-292 d,0,0.25648754,0,0,908.70112,Superterran
Kepler-343 b,2.41,6.39,1024.0,0.088,5807.0,1.433,1.055,Kepler-343 b,0,0.24095049,0,0,1098.2069,Superterran
Kepler-282 d,2.46,61.0,588.0,0.15837,5656.0,0.89,0.97,Kepler-282 d,0,0.25621845,0,0,779.2291,Superterran
Kepler-273 b,1.5,2.86,1209.0,0.037,5626.0,0.815,0.756,Kepler-273 b,0,0.28303977,0,0,1229.0645,Terran
Kepler-306 b,1.52,2.92,830.0,0.05,4954.0,0.719,0.75,Kepler-306 b,0,0.2881136,0,0,982.17872,Terran
Kepler-267 d,2.27,5.77,301.0,0.154,4258.0,0.555,0.541571,Kepler-267 d,0,0.59200638,0,0,361.33927,Superterran
Kepler-603 d,1.32,2.3,1098.0,0.07117,5808.0,1.01,1.01,Kepler-603 d,0,0.2887138,0,0,1396.9743,Terran
Kepler-266 b,2.48,6.71,1066.0,0.071,5885.0,1.028,0.947,Kepler-266 b,0,0.23794824,0,0,1087.1672,Superterran
Kepler-121 c,2.27,5.77,425.0,0.216,5311.0,0.701,0.859,Kepler-121 c,0,0.39902458,0,0,471.1928,Superterran
Kepler-126 d,2.5,54.59018723,475.0,0.448,6239.0,1.358,1.108,Kepler-126 d,0,0.31572306,0,0,557.53952,Superterran
Kepler-381 c,1.12,1.46,1180.0,0.117,6152.0,1.568,1.144,Kepler-381 c,0,0.29765481,0,0,1130.6615,Terran
Kepler-249 d,1.57,3.09,332.0,0.097,3568.0,0.482,0.510238,Kepler-249 d,0,0.5836518,0,0,390.65164,Terran
Kepler-254 d,2.5,6.8,686.0,0.139,5957.0,0.91,0.849,Kepler-254 d,0,0.26320769,0,0,718.07221,Superterran
Kepler-619 c,1.69,3.5,1767.0,0.02216,5980.0,1.11,1.09,Kepler-619 c,0,0.27076164,0,0,1874.2791,Superterran
Kepler-1610 b,1.61,3.22,750.0,0.0777,5383.0,0.87,0.91,Kepler-1610 b,0,0.29863975,0,0,781.56484,Superterran
Kepler-363 d,2.05,4.86,905.0,0.107,5593.0,1.485,1.226,Kepler-363 d,0,0.25873471,0,0,1085.1347,Superterran
Kepler-366 b,1.46,2.73,1326.0,0.045,6209.0,1.048,1.088,Kepler-366 b,0,0.28138914,0,0,1886.1198,Terran
Kepler-141 b,0.69,0.257,968.0,0.039,4910.0,0.787,0.878,Kepler-141 b,0,0.28697797,0,0,1126.9203,Subterran
Kepler-142 d,2.16,5.31,582.0,0.242,5790.0,1.269,0.978,Kepler-142 d,0,0.3045392,0,0,621.96771,Superterran
Kepler-400 b,1.65,3.36,939.0,0.087,5886.0,1.145,1.08,Kepler-400 b,0,0.27921771,0,0,1064.5496,Superterran
Kepler-204 c,1.79,3.86,683.0,0.173,5812.0,1.238,1.038,Kepler-204 c,0,0.30198855,0,0,703.72417,Superterran
Kepler-286 d,1.33,2.33,919.0,0.061,5580.0,0.863,0.83,Kepler-286 d,0,0.29260837,0,0,1089.5837,Terran
Kepler-1181 b,1.57,3.09,1374.0,0.0621,6176.0,1.3,1.17,Kepler-1181 b,0,0.27750386,0,0,1514.8852,Terran
Kepler-1489 b,1.77,3.78,400.0,0.3679,5655.0,0.9,0.93,Kepler-1489 b,0,0.37302953,0,0,531.5702,Superterran
Kepler-1491 b,1.51,2.89,821.0,0.127,5728.0,0.99,1.0,Kepler-1491 b,0,0.28824226,0,0,990.31569,Terran
CoRoT-7 b,1.68135,4.07660518,1756.0,0.017016,5275.0,0.83,0.82,CoRoT-7 b,0,0.27120979,0,0,1867.4405,Superterran
Kepler-354 b,1.84,4.04,741.0,0.054,4648.0,0.674,0.652,Kepler-354 b,0,0.28275144,0,0,820.78354,Superterran
Kepler-135 b,1.81,3.93,1209.0,0.067,6090.0,1.275,1.047,Kepler-135 b,0,0.26627266,0,0,1438.428,Superterran
Kepler-383 b,1.32,2.3,545.0,0.095,4710.0,0.672,0.669,Kepler-383 b,0,0.34650473,0,0,624.54497,Terran
Kepler-369 c,1.41,2.57,391.0,0.094,3591.0,0.471,0.5,Kepler-369 c,0,0.54345487,0,0,414.34452,Terran
Kepler-371 b,1.89,4.23,554.0,0.2,5666.0,0.992,0.876,Kepler-371 b,0,0.29019894,0,0,740.30473,Superterran
Kepler-147 b,1.53,2.96,953.0,0.113,6012.0,1.468,1.145,Kepler-147 b,0,0.28412375,0,0,1094.2997,Terran
Kepler-132 d,1.55,3.02,758.0,0.136,6003.0,1.178,0.929,Kepler-132 d,0,0.29217742,0,0,880.85833,Terran
Kepler-208 c,1.39,2.51,1141.0,0.079,6092.0,1.314,1.082,Kepler-208 c,0,0.28780362,0,0,1222.8184,Terran
Kepler-316 c,1.16,1.65,577.0,0.058,4204.0,0.52,0.587,Kepler-316 c,0,0.33073767,0,0,696.96589,Terran
Kepler-372 c,2.09,5.02,755.0,0.154,6509.0,1.137,1.202,Kepler-372 c,0,0.26510489,0,0,881.89151,Superterran
Kepler-373 b,1.36,2.42,1054.0,0.06,5787.0,0.845,0.981,Kepler-373 b,0,0.28779571,0,0,1326.9358,Terran
Kepler-151 c,2.09,5.02,544.0,0.16,5460.0,0.83,0.87,Kepler-151 c,0,0.31955641,0,0,593.42458,Superterran
Kepler-386 c,1.58,3.12,513.0,0.155,5178.0,0.767,0.825,Kepler-386 c,0,0.35387198,0,0,579.77525,Terran
Kepler-215 c,1.77,3.78,675.0,0.113,5739.0,1.027,0.788,Kepler-215 c,0,0.28845768,0,0,800.08531,Superterran
Kepler-404 b,1.27,2.15,730.0,0.102,5654.0,0.884,0.86,Kepler-404 b,0,0.31894146,0,0,741.95136,Terran
Kepler-317 b,2.09,109.8,976.0,0.061,5497.0,0.941,0.865,Kepler-317 b,0,0.25814723,0,0,1033.3813,Superterran
Kepler-356 c,1.81,3.93,913.0,0.115,6133.0,1.335,1.163,Kepler-356 c,0,0.27028851,0,0,1106.182,Superterran
Kepler-387 b,1.03,1.08,994.0,0.068,5774.0,1.046,0.85,Kepler-387 b,0,0.29756962,0,0,1193.7711,Terran
Kepler-388 b,0.81,0.457,830.0,0.036,4498.0,0.586,0.635,Kepler-388 b,0,0.29399894,0,0,1177.6718,Terran
Kepler-224 e,1.97,4.54,517.0,0.124,5018.0,0.676,0.777,Kepler-224 e,0,0.32009119,0,0,607.7356,Superterran
Kepler-226 d,1.22,1.98,800.0,0.076,5571.0,0.802,0.904,Kepler-226 d,0,0.30338202,0,0,909.42884,Terran
Kepler-348 b,1.52,2.92,1196.0,0.076,6177.0,1.359,1.189,Kepler-348 b,0,0.28094113,0,0,1338.9635,Terran
Kepler-338 b,2.44,30.6,1005.0,0.117,5923.0,1.735,1.105,Kepler-338 b,0,0.23804965,0,0,1178.3903,Superterran
Kepler-376 c,1.79,3.86,873.0,0.115,5900.0,1.175,0.968,Kepler-376 c,0,0.27295377,0,0,1041.9014,Superterran
Kepler-377 c,2.06,4.9,677.0,0.182,5949.0,1.224,1.043,Kepler-377 c,0,0.27788037,0,0,764.52172,Superterran
Kepler-389 b,1.51,2.89,1047.0,0.041,5376.0,0.792,0.765,Kepler-389 b,0,0.28604438,0,0,1055.6832,Terran
Kepler-118 b,1.96,4.5,784.0,0.073,5274.0,1.094,0.811,Kepler-118 b,0,0.27347748,0,0,857.06565,Superterran
Kepler-123 c,1.48,2.79,706.0,0.181,6089.0,1.264,1.079,Kepler-123 c,0,0.29723615,0,0,856.22171,Terran
Kepler-243 c,1.99,4.62,559.0,0.142,5228.0,0.842,0.904,Kepler-243 c,0,0.31583993,0,0,615.92999,Superterran
Kepler-379 c,2.29,5.86,530.0,0.326,6054.0,1.306,1.125,Kepler-379 c,0,0.30949603,0,0,591.9932,Superterran
Kepler-112 c,2.4,6.35,538.0,0.172,5544.0,0.841,0.782,Kepler-112 c,0,0.28056725,0,0,660.17838,Superterran
Kepler-137 c,1.88,4.19,568.0,0.13,5187.0,0.802,0.85,Kepler-137 c,0,0.30383313,0,0,674.45635,Superterran
Kepler-390 b,0.82,0.477,786.0,0.065,5166.0,0.776,0.787,Kepler-390 b,0,0.30268926,0,0,921.44378,Terran
Kepler-327 b,1.11,1.41,682.0,0.029,3799.0,0.492,0.591913,Kepler-327 b,0,0.31321964,0,0,817.94956,Terran
Kepler-114 b,1.26,1.09,586.0,0.053,4605.0,0.667,0.77,Kepler-114 b,0,0.30707733,0,0,842.4373,Terran
Kepler-169 c,1.21,1.92,776.0,0.062,4997.0,0.763,0.825,Kepler-169 c,0,0.30646133,0,0,868.41972,Terran
Kepler-236 b,1.57,3.09,469.0,0.065,3750.0,0.51,0.596005,Kepler-236 b,0,0.36761275,0,0,556.18445,Terran
Kepler-141 c,1.41,2.57,738.0,0.067,4910.0,0.787,0.878,Kepler-141 c,0,0.29998811,0,0,859.78155,Terran
Kepler-321 c,2.32,5.99,752.0,0.11,5740.0,1.194,1.024,Kepler-321 c,0,0.25502639,0,0,863.43406,Superterran
Kepler-349 b,1.9,94.5,972.0,0.065,5956.0,0.927,1.083,Kepler-349 b,0,0.26539609,0,0,1123.8772,Superterran
Kepler-353 c,1.38,2.48,472.0,0.065,3903.0,0.504,0.553,Kepler-353 c,0,0.36900822,0,0,569.79527,Terran
Kepler-359 c,4.3,2.9,512.0,0.307,6248.0,1.086,0.827,Kepler-359 c,0,0.28919958,0,0,491.02809,Terran
Kepler-173 b,1.29,2.21,1179.0,0.048,6031.0,0.949,1.067,Kepler-173 b,0,0.28996656,0,0,1370.2661,Terran
Kepler-180 b,1.5,2.86,781.0,0.109,5731.0,1.063,0.95,Kepler-180 b,0,0.30085021,0,0,807.62968,Terran
Kepler-244 d,2.31,15.2,622.0,0.14,5554.0,0.803,0.933,Kepler-244 d,0,0.28419181,0,0,663.53144,Superterran
Kepler-254 c,2.15,3.2,787.0,0.105,5957.0,0.91,0.849,Kepler-254 c,0,0.26645845,0,0,826.19178,Superterran
Kepler-138 d,1.51,2.1,345.0,0.1288,3841.0,0.535,0.535,Kepler-138 d,0,0.59017988,0,0,389.91045,Terran
Kepler-330 c,1.95,4.46,573.0,0.116,5117.0,0.722,0.848,Kepler-330 c,0,0.30527785,0,0,654.93248,Superterran
Kepler-1243 b,1.75,3.71,690.0,0.1256,5667.0,0.94,0.96,Kepler-1243 b,0,0.30372892,0,0,705.39228,Superterran
Kepler-360 b,1.65,3.36,1116.0,0.044,6053.0,1.058,0.994,Kepler-360 b,0,0.2755264,0,0,1271.157,Superterran
Kepler-49 e,1.56,1.03815,371.0,0.116,4252.0,0.559,0.549,Kepler-49 e,0,0.48672125,0,0,440.50062,Terran
Kepler-140 b,1.61,3.22,1301.0,0.045,6077.0,1.288,1.044,Kepler-140 b,0,0.2754004,0,0,1567.001,Superterran
Kepler-122 d,2.2,5.48,747.0,0.155,6050.0,1.216,0.982,Kepler-122 d,0,0.26164961,0,0,853.61035,Superterran
HIP 113103 b,1.829,4.0,721.0,0.06899,4930.0,0.742,0.761,HIP 113103 b,0,0.28668788,0,0,784.76912,Superterran
Kepler-37 c,0.755,1.3,615.0,0.139,5357.0,0.789,0.79,Kepler-37 c,0,0.34032187,0,0,640.69509,Terran
Kepler-185 b,1.17,1.71,1237.0,0.026,5208.0,0.806,0.763,Kepler-185 b,0,0.29376191,0,0,1334.8696,Terran
Kepler-288 b,1.67,3.43,1197.0,0.065,5918.0,1.091,0.842,Kepler-288 b,0,0.27604446,0,0,1165.3834,Superterran
Kepler-394 b,1.6,3.19,1035.0,0.083,6402.0,1.132,0.87,Kepler-394 b,0,0.28265807,0,0,1029.524,Terran
Kepler-189 b,1.21,1.92,678.0,0.088,5235.0,0.75,0.803,Kepler-189 b,0,0.31963816,0,0,749.34909,Terran
Kepler-1990 c,0.98,0.904,1170.0,0.0504,5751.0,1.071,1.028,Kepler-1990 c,0,0.29559565,0,0,1370.7563,Terran
Kepler-148 b,1.8,3.89,1284.0,0.028,5272.0,0.851,0.86,Kepler-148 b,0,0.26716771,0,0,1379.1024,Superterran
Kepler-953 c,1.19,1.81,873.0,0.0862,5416.0,0.99,0.95,Kepler-953 c,0,0.30387174,0,0,915.00167,Terran
Kepler-342 b,2.25,5.69,905.0,0.128,6175.0,1.472,1.213,Kepler-342 b,0,0.24996656,0,0,1043.6876,Superterran
Kepler-334 c,1.43,2.63,822.0,0.107,5828.0,1.068,1.022,Kepler-334 c,0,0.29577865,0,0,908.30903,Terran
Kepler-291 c,1.88,4.19,1035.0,0.065,6002.0,1.016,1.023,Kepler-291 c,0,0.26545407,0,0,1175.4897,Superterran
Kepler-298 c,1.93,4.38,416.0,0.136,4465.0,0.582,0.66,Kepler-298 c,0,0.37946811,0,0,511.57118,Superterran
Kepler-190 c,1.46,2.73,948.0,0.045,5106.0,0.795,0.834,Kepler-190 c,0,0.28836345,0,0,1052.1297,Terran
Kepler-191 c,1.86,4.12,596.0,0.128,5282.0,0.789,0.857,Kepler-191 c,0,0.31663035,0,0,633.60783,Superterran
Kepler-207 c,1.5,2.86,1556.0,0.044,5920.0,1.588,1.313,Kepler-207 c,0,0.27967436,0,0,1865.0874,Terran
Kepler-224 b,1.39,2.51,937.0,0.038,5018.0,0.676,0.777,Kepler-224 b,0,0.29009134,0,0,1097.8265,Terran
Kepler-337 c,2.05,4.86,1017.0,0.093,5684.0,1.761,1.081,Kepler-337 c,0,0.2559731,0,0,1244.3256,Superterran
Kepler-299 d,1.86,4.12,729.0,0.118,5617.0,1.032,1.004,Kepler-299 d,0,0.28214141,0,0,816.55326,Superterran
Kepler-303 c,1.14,1.55,521.0,0.057,3944.0,0.485,0.575,Kepler-303 c,0,0.34280281,0,0,652.36116,Terran
Kepler-137 b,1.47,2.76,742.0,0.077,5187.0,0.802,0.85,Kepler-137 b,0,0.29614904,0,0,876.35518,Terran
Kepler-228 b,1.53,2.96,1360.0,0.038,6043.0,1.014,1.006,Kepler-228 b,0,0.27909047,0,0,1573.1992,Terran
