pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbsmax,st_teff,st_rad,st_mass,P_NAME,P_HABITABLE,P_ESI,P_HABZONE_CON,P_HABZONE_OPT,P_TEMP_SURF,P_TYPE
Kepler-1862 b,2.203,5.49,645.0,0.1199,5644.0,0.806,0.9,Kepler-1862 b,0,0.27507888,0,0,734.1181,Superterran
Kepler-1865 b,1.57686072,3.11,1203.0,0.0344,5420.0,0.871,0.849,Kepler-1865 b,0,0.27885958,0,0,1283.5013,Terran
K2-122 b,1.16,1.65,769.0,0.0373,4009.0,0.59,0.63,K2-122 b,0,0.31480665,0,0,787.69806,Terran
K2-274 b,2.08,4.98,655.0,0.0964,5044.0,0.7,0.79,K2-274 b,0,0.2894244,0,0,691.25296,Superterran
Kepler-1765 b,2.49508857,6.78,855.0,0.0917,5692.0,1.064,0.946,Kepler-1765 b,0,0.24567604,0,0,878.49815,Superterran
Kepler-1766 b,2.27904508,5.81,406.0,0.4161,5868.0,1.042,0.915,Kepler-1766 b,0,0.3792457,0,0,489.27912,Superterran
Kepler-1761 b,1.39109603,2.51,613.0,0.0413,3871.0,0.532,0.573,Kepler-1761 b,0,0.31782276,0,0,721.85587,Terran
Kepler-1777 b,2.13189678,5.19,819.0,0.10301,5771.0,1.068,0.984,Kepler-1777 b,0,0.26318551,0,0,879.11601,Superterran
Kepler-1794 b,1.79426276,3.87,703.0,0.0821,5052.0,0.816,0.773,Kepler-1794 b,0,0.30125562,0,0,706.32397,Superterran
Kepler-1872 b,2.38421141,6.28,1005.0,0.0465,5223.0,0.885,0.913,Kepler-1872 b,0,0.24504406,0,0,997.00892,Superterran
HD 22496 b,2.22,5.57,573.0,0.051,4385.0,0.674,0.684,HD 22496 b,0,0.2930226,0,0,648.09763,Superterran
Kepler-1874 b,2.21110724,5.52,356.0,0.2633,4701.0,0.775,0.758,Kepler-1874 b,0,0.50777843,0,0,402.20743,Superterran
HD 137496 b,1.31,4.04,2130.0,0.02732,5799.0,1.59,1.04,HD 137496 b,0,0.28700461,0,0,2148.7465,Terran
Kepler-1824 b,2.38127597,6.26,421.0,0.4267,6002.0,1.081,1.135,Kepler-1824 b,0,0.3766322,0,0,485.9753,Superterran
Kepler-1825 b,1.42200732,2.61,1520.0,0.0187,5123.0,0.847,0.828,Kepler-1825 b,0,0.28389665,0,0,1548.8334,Terran
Kepler-1826 b,1.47519116,2.78,806.0,0.0213,3821.0,0.486,0.49,Kepler-1826 b,0,0.28828182,0,0,1033.3221,Terran
Kepler-1130 c,0.79239584,0.422,1072.0,0.04238,5450.0,0.842,0.944,Kepler-1130 c,0,0.29271682,0,0,1203.5608,Subterran
Kepler-1782 b,2.22927435,5.6,773.0,0.05825,4931.0,0.734,0.794,Kepler-1782 b,0,0.25929405,0,0,865.8926,Superterran
Kepler-1768 b,2.23346338,5.62,933.0,0.1286,6050.0,1.572,1.24,Kepler-1768 b,0,0.25439134,0,0,946.35708,Superterran
Kepler-1882 b,1.48674404,2.81,894.0,0.11636,5691.0,1.458,1.068,Kepler-1882 b,0,0.29003321,0,0,971.93643,Terran
Kepler-1832 b,1.22719556,2.02,1022.0,0.037,5242.0,0.722,0.684,Kepler-1832 b,0,0.29340159,0,0,1231.8977,Terran
Kepler-1884 b,1.81406781,3.95,864.0,0.0845,5984.0,0.906,0.993,Kepler-1884 b,0,0.26900881,0,0,1160.7726,Superterran
Kepler-1739 b,2.43056832,6.48,839.0,0.0697,5757.0,0.762,0.865,Kepler-1739 b,0,0.24254129,0,0,1005.3311,Superterran
Kepler-1838 b,1.66049425,3.4,1097.0,0.11082,5877.0,1.963,1.187,Kepler-1838 b,0,0.27622274,0,0,1183.7779,Superterran
Kepler-1804 b,1.59615726,3.18,913.0,0.1017,5109.0,1.671,0.929,Kepler-1804 b,0,0.31925672,0,0,671.83874,Terran
Kepler-1805 b,1.54502915,3.0,479.0,0.0699,3867.0,0.552,0.581,Kepler-1805 b,0,0.37114877,0,0,552.63315,Terran
Kepler-1742 b,2.1782413,5.38,462.0,0.2587,5776.0,0.849,0.939,Kepler-1742 b,0,0.36722625,0,0,508.77681,Superterran
Kepler-1741 b,1.273,2.16,615.0,0.0296,3683.0,0.424,0.454,Kepler-1741 b,0,0.30896084,0,0,818.04965,Terran
Kepler-1809 b,1.513,2.9,877.0,0.04444,4901.0,0.716,0.807,Kepler-1809 b,0,0.28602107,0,0,1051.7945,Terran
Kepler-1846 b,1.76378826,3.76,552.0,0.11054,4825.0,0.732,0.785,Kepler-1846 b,0,0.31888133,0,0,642.55688,Superterran
K2-101 b,2.0,4.66,618.0,0.1124,4927.0,0.76,0.82,K2-101 b,0,0.31756186,0,0,608.86387,Superterran
Kepler-1745 b,1.92872921,4.38,1449.0,0.0408,5611.0,1.4,0.995,Kepler-1745 b,0,0.26038251,0,0,1430.031,Superterran
Kepler-1813 b,1.413,2.58,1059.0,0.0364,5167.0,0.787,0.812,Kepler-1813 b,0,0.28723426,0,0,1197.7739,Terran
Kepler-1848 b,1.4088539,2.57,774.0,0.05835,4847.0,0.737,0.756,Kepler-1848 b,0,0.29702295,0,0,902.44621,Terran
K2-355 b,2.25,5.69,1066.0,0.0632,5790.0,0.92,0.96,K2-355 b,0,0.24922594,0,0,1071.0678,Superterran
EPIC 211822797 b,1.92,4.35,431.0,0.1195,4057.0,0.58,0.62,EPIC 211822797 b,0,0.48103316,0,0,428.4437,Superterran
Kepler-1754 b,2.43996509,6.53,672.0,0.0718,4723.0,0.747,0.734,Kepler-1754 b,0,0.26030822,0,0,754.85459,Superterran
Kepler-1753 b,2.22678077,5.59,583.0,0.1179,5180.0,0.769,0.86,Kepler-1753 b,0,0.30659205,0,0,606.97195,Superterran
Kepler-1787 b,2.31898181,5.99,540.0,0.227,6060.0,0.925,1.008,Kepler-1787 b,0,0.31808169,0,0,570.7062,Superterran
Kepler-1853 b,1.51862272,2.92,386.0,0.2395,4821.0,0.788,0.765,Kepler-1853 b,0,0.51517769,0,0,425.37578,Terran
K2-356 b,2.29,5.86,624.0,0.1599,5568.0,0.86,0.9,K2-356 b,0,0.29663887,0,0,625.17455,Superterran
Kepler-1817 b,2.27349126,5.79,463.0,0.2348,5316.0,0.915,0.878,Kepler-1817 b,0,0.3922854,0,0,477.06381,Superterran
Kepler-1818 b,1.71360684,3.58,1209.0,0.055,6047.0,1.129,1.021,Kepler-1818 b,0,0.27109705,0,0,1425.5885,Superterran
Kepler-1857 b,1.96065412,4.5,946.0,0.08308,6074.0,1.005,0.873,Kepler-1857 b,0,0.26202397,0,0,1139.5641,Superterran
K2-184 b,1.47,2.76,533.0,0.1685,5245.0,0.75,0.84,K2-184 b,0,0.37224678,0,0,557.02613,Terran
Kepler-1963 b,0.74437023,0.337,1448.0,0.02915,5726.0,0.979,0.915,Kepler-1963 b,0,0.287568,0,0,1435.7122,Subterran
Kepler-1911 b,1.011,1.01,987.0,0.0636,5721.0,0.972,0.954,Kepler-1911 b,0,0.29969545,0,0,1090.679,Terran
Kepler-1893 b,1.70557445,3.55,1194.0,0.0504,5633.0,1.162,0.973,Kepler-1893 b,0,0.27162343,0,0,1405.1098,Superterran
Kepler-1964 b,1.7810587,3.83,986.0,0.0322,4803.0,0.698,0.752,Kepler-1964 b,0,0.27154566,0,0,1114.93,Superterran
KOI-4777.01,0.51,99.2,1180.0,0.008,3515.0,0.4,0.41,KOI-4777.01,0,0.26034138,0,0,1251.355,Subterran
Kepler-1898 b,0.93353523,0.76,1167.0,0.05063,5702.0,1.125,0.837,Kepler-1898 b,0,0.29906686,0,0,1099.8672,Terran
Kepler-1967 b,0.73022577,0.315,1086.0,0.06686,4970.0,1.806,0.996,Kepler-1967 b,0,0.31162826,0,0,765.65276,Subterran
Kepler-1913 b,1.51852059,2.92,818.0,0.1209,6214.0,1.076,1.169,Kepler-1913 b,0,0.3006298,0,0,801.60861,Terran
Kepler-1907 b,0.86973029,0.589,856.0,0.05444,5159.0,0.8,0.752,Kepler-1907 b,0,0.30992488,0,0,844.60043,Terran
Kepler-1910 b,1.184,1.78,645.0,0.0536,4234.0,0.639,0.636,Kepler-1910 b,0,0.32379322,0,0,728.77443,Terran
Kepler-1918 b,2.29763023,5.89,497.0,0.2524,5889.0,0.924,0.967,Kepler-1918 b,0,0.38806243,0,0,479.60185,Superterran
Kepler-589 c,1.11727238,1.45,1098.0,0.0426,5372.0,0.916,0.832,Kepler-589 c,0,0.29748852,0,0,1141.4863,Terran
Kepler-1922 b,2.29064904,5.86,740.0,0.1077,5931.0,0.863,0.953,Kepler-1922 b,0,0.25109501,0,0,956.7923,Superterran
Kepler-1938 b,1.82828927,4.0,527.0,0.0938,4522.0,0.655,0.646,Kepler-1938 b,0,0.31436755,0,0,646.13624,Superterran
Kepler-1939 b,1.16480773,1.68,816.0,0.0334,4353.0,0.603,0.648,Kepler-1939 b,0,0.30088024,0,0,988.67212,Terran
Kepler-1940 b,1.54732469,3.01,885.0,0.0525,5431.0,0.717,0.802,Kepler-1940 b,0,0.28578737,0,0,1010.6386,Terran
Kepler-1942 b,2.1170287,5.13,1012.0,0.0516,5834.0,0.797,0.852,Kepler-1942 b,0,0.25305894,0,0,1212.9717,Superterran
Kepler-1930 b,1.52955541,2.95,643.0,0.10233,5083.0,0.844,0.844,Kepler-1930 b,0,0.32248576,0,0,671.91384,Terran
Kepler-1266 c,1.68023962,3.46,881.0,0.0506,4996.0,0.831,0.791,Kepler-1266 c,0,0.28292516,0,0,929.87345,Superterran
Kepler-1945 b,1.289,2.21,808.0,0.0597,4991.0,0.804,0.767,Kepler-1945 b,0,0.30094782,0,0,913.45752,Terran
YZ Cet b,0.913,0.7,471.2,0.01634,3151.0,0.157,0.142,YZ Cet b,0,0.44521766,0,0,486.91335,Terran
YZ Cet c,1.05,1.14,410.3,0.02156,3151.0,0.157,0.142,YZ Cet c,0,0.53992253,0,0,423.98564,Terran
Kepler-1926 b,2.31495961,5.97,451.0,0.2197,5256.0,0.832,0.768,Kepler-1926 b,0,0.46318998,0,0,422.92221,Superterran
Kepler-501 c,1.68119739,3.47,1304.0,0.0467,5794.0,1.216,1.032,Kepler-501 c,0,0.27225354,0,0,1507.5339,Superterran
Kepler-1312 c,1.02732734,1.07,1659.0,0.02103,5721.0,0.905,0.983,Kepler-1312 c,0,0.29360591,0,0,1879.7599,Terran
Kepler-1950 b,1.52696349,2.95,752.0,0.0871,5455.0,0.852,0.759,Kepler-1950 b,0,0.2950023,0,0,857.36637,Terran
Kepler-1951 b,2.32107188,6.0,728.0,0.1435,5468.0,1.306,0.923,Kepler-1951 b,0,0.24748113,0,0,1013.3269,Superterran
TOI-1347 c,1.6,6.4,1000.0,0.0546,5464.0,0.83,0.913,TOI-1347 c,0,0.28165234,0,0,1063.3022,Terran
Kepler-1315 c,1.84398883,4.06,777.0,0.0635,4818.0,0.856,0.809,Kepler-1315 c,0,0.28555683,0,0,792.20127,Superterran
Kepler-1322 c,2.15492527,5.29,883.0,0.0652,5704.0,0.804,0.897,Kepler-1322 c,0,0.25408089,0,0,1063.0452,Superterran
Kepler-1693 c,0.97698289,0.894,1059.0,0.0588,5553.0,1.098,0.941,Kepler-1693 c,0,0.30087632,0,0,1046.4943,Terran
Kepler-1956 b,1.08940238,1.32,674.0,0.0563,4391.0,0.682,0.671,Kepler-1956 b,0,0.3402365,0,0,664.3873,Terran
Kepler-1957 b,0.94374867,0.79,1099.0,0.0299,4904.0,0.772,0.745,Kepler-1957 b,0,0.29762483,0,0,1177.172,Terran
Kepler-1711 b,1.923,4.36,669.0,0.1463,5706.0,1.034,0.94,Kepler-1711 b,0,0.28605364,0,0,756.49029,Superterran
Kepler-1888 b,1.32578716,2.32,886.0,0.0956,5557.0,1.249,0.897,Kepler-1888 b,0,0.29137092,0,0,1153.9755,Terran
Kepler-1959 b,1.14315727,1.57,811.0,0.0617,5071.0,0.811,0.768,Kepler-1959 b,0,0.30714053,0,0,881.62306,Terran
Kepler-1890 b,0.86867375,0.587,1328.0,0.05712,6046.0,1.396,1.024,Kepler-1890 b,0,0.29357235,0,0,1413.9086,Terran
Kepler-1892 b,1.83707938,4.03,822.0,0.0633,5383.0,0.759,0.851,Kepler-1892 b,0,0.27353688,0,0,961.55397,Superterran
K2-322 b,1.92,4.35,635.0,0.0594,4141.0,0.602,0.63,K2-322 b,0,0.30857541,0,0,649.05619,Superterran
K2-324 b,2.43,6.48,707.0,0.0331,3752.0,0.505,0.517,K2-324 b,0,0.26387263,0,0,734.11065,Superterran
K2-326 b,2.28,5.82,1114.0,0.0198,3924.0,0.688,0.507,K2-326 b,0,0.24584691,0,0,1164.3751,Superterran
Kepler-1669 c,1.90120972,4.27,958.0,0.0228,4224.0,0.603,0.609,Kepler-1669 c,0,0.26401851,0,0,1200.0742,Superterran
TOI-270 c,2.33,6.2,489.0,0.04526,3506.0,0.38,0.386,TOI-270 c,0,0.3605454,0,0,504.71761,Superterran
GJ 357 b,1.2,1.83,518.0,0.036,3505.0,0.337,0.342,GJ 357 b,0,0.39591069,0,0,538.60982,Terran
LTT 3780 c,2.39,8.04,359.0,0.0757,3358.0,0.38,0.381,LTT 3780 c,0,0.55893576,0,0,373.39499,Superterran
GJ 367 b,0.699,0.633,1365.0,0.00709,3522.0,0.458,0.455,GJ 367 b,0,0.28429496,0,0,1408.4927,Terran
Wolf 1069 b,1.08,1.26,250.1,0.0672,3158.0,0.1813,0.167,Wolf 1069 b,1,0.84859348,1,1,258.51806,Terran
Kepler-311 b,1.7,3.53,960.0,0.087,5905.0,1.188,0.994,Kepler-311 b,0,0.27612531,0,0,1089.9734,Superterran
L 363-38 b,2.0,4.67,330.0,0.048,3129.0,0.274,0.21,L 363-38 b,0,0.45244997,0,0,443.40941,Superterran
HN Lib b,2.2,5.46,234.4,0.1417,3347.0,0.299,0.291,HN Lib b,2,0.64745149,1,1,242.28187,Superterran
HD 108236 b,1.615,3.24,1099.0,0.04527,5660.0,0.877,0.869,HD 108236 b,0,0.27757026,0,0,1240.1245,Superterran
K2-18 c,2.65,7.51,363.0,0.06,3457.0,0.411,0.359,K2-18 c,0,0.36449197,0,0,461.54327,Superterran
K2-216 b,1.75,8.0,1103.0,0.028,4503.0,0.72,0.7,K2-216 b,0,0.27266945,0,0,1135.2631,Superterran
Teegarden's Star d,0.954,0.82,159.0,0.0791,3034.0,0.12,0.097,Teegarden's Star d,0,0.43941754,0,0,167.66951,Terran
GJ 3473 b,1.264,1.86,773.0,0.01589,3347.0,0.364,0.36,GJ 3473 b,0,0.31135508,0,0,798.66301,Terran
HIP 113103 c,2.4,6.35,585.0,0.10479,4930.0,0.742,0.761,HIP 113103 c,0,0.2862008,0,0,636.75895,Superterran
Kepler-57 c,2.196,6.86,671.0,0.09588,5187.9,0.826,0.859,Kepler-57 c,0,0.30405323,0,0,762.58789,Terran
Kepler-24 b,2.348,11.14,1050.0,0.08045,6028.0,1.099,1.06,Kepler-24 b,0,0.24247115,0,0,1055.3112,Superterran
K2-203 b,1.26549392,2.14,738.4,0.0824,5026.0,0.765,0.793,K2-203 b,0,0.31255975,0,0,758.80834,Terran
LP 890-9 c,1.367,25.3,272.0,0.03984,2850.0,0.1556,0.118,LP 890-9 c,1,0.88525109,1,1,280.87679,Terran
K2-208 b,1.67462172,3.45,1122.0,0.04878,5500.0,0.872,0.881,K2-208 b,0,0.27604182,0,0,1141.5269,Superterran
K2-226 b,1.53899305,2.98,1187.0,0.04095,5288.0,0.889,0.856,K2-226 b,0,0.28152964,0,0,1207.6762,Terran
K2-57 b,2.30905002,5.94,635.8,0.0752,4413.0,0.671,0.699,K2-57 b,0,0.2978153,0,0,653.21494,Superterran
HD 3167 e,2.83,8.41,374.8,0.3885,5261.0,0.88,0.837,HD 3167 e,0,0.47672024,0,0,394.56231,Superterran
LHS 1815 b,1.088,1.58,617.0,0.0404,3643.0,0.501,0.502,LHS 1815 b,0,0.34633039,0,0,644.14678,Terran
LHS 1140 b,1.73,5.6,226.0,0.0946,3096.0,0.2159,0.1844,LHS 1140 b,2,0.65784339,1,1,232.23611,Superterran
EPIC 201595106 b,1.565,7.67,2038.0,0.0177,5679.0,0.98,0.958,EPIC 201595106 b,0,0.28738835,0,0,2109.61,Terran
LHS 1478 b,1.242,2.33,595.0,0.01848,3381.0,0.246,0.236,LHS 1478 b,0,0.35288851,0,0,615.28246,Terran
Kepler-105 c,1.44,5.6,997.0,0.07229,5933.0,1.026,0.991,Kepler-105 c,0,0.29219846,0,0,1140.882,Terran
LTT 3780 b,1.325,2.46,903.0,0.01195,3358.0,0.38,0.381,LTT 3780 b,0,0.29837792,0,0,939.88701,Terran
HD 260655 b,1.24,2.14,709.0,0.02933,3803.0,0.439,0.439,HD 260655 b,0,0.32135851,0,0,733.20968,Terran
K2-214 b,2.51,6.85,1001.0,0.0834,5875.0,1.236,1.03,K2-214 b,0,0.23965389,0,0,1115.1736,Superterran
K2-220 b,2.37,6.21,761.0,0.1104,5612.0,1.026,0.91,K2-220 b,0,0.25382276,0,0,835.97056,Superterran
Kepler-407 b,1.19,1.93,1983.0,0.01531,5487.0,1.04,0.99,Kepler-407 b,0,0.29285099,0,0,2274.0574,Terran
Kepler-134 b,2.0,4.66,1105.0,0.06,5983.0,1.176,0.956,Kepler-134 b,0,0.25882662,0,0,1216.4658,Superterran
HD 207496 b,2.25,6.1,743.0,0.0629,4819.0,0.769,0.8,HD 207496 b,0,0.25857206,0,0,852.86593,Superterran
GJ 806 b,1.331,1.9,940.0,0.01406,3600.0,0.4144,0.413,GJ 806 b,0,0.29636305,0,0,974.27792,Terran
Kepler-1985 b,2.27,5.77,1129.0,0.0426,5370.0,0.966,0.877,Kepler-1985 b,0,0.24484453,0,0,1274.8841,Superterran
K2-233 c,1.272,4.6,794.0,0.0664,4796.0,0.71,0.79,K2-233 c,0,0.30762666,0,0,822.51374,Terran
Kepler-495 c,1.21936414,1.98,1000.0,0.0614,5392.0,1.087,0.888,Kepler-495 c,0,0.29855495,0,0,1012.9578,Terran
Kepler-416 d,1.61,3.22,1253.0,0.0407,5670.0,1.022,0.949,Kepler-416 d,0,0.27597294,0,0,1449.2,Superterran
Kepler-166 d,1.73,3.64,1313.0,0.02449,5350.0,0.83,0.88,Kepler-166 d,0,0.27005288,0,0,1469.6299,Superterran
Kepler-1026 b,2.21,5.52,425.0,0.1977,4948.0,0.75,0.79,Kepler-1026 b,0,0.42442399,0,0,453.5991,Superterran
Kepler-9 d,1.64,8.41466053,2026.0,0.0273,5777.0,1.02,1.07,Kepler-9 d,0,0.27335169,0,0,1778.6652,Superterran
LP 791-18 c,2.488,7.16,324.4,0.02961,2960.0,0.182,0.139,LP 791-18 c,0,0.56647203,0,0,366.18986,Superterran
Kepler-763 c,1.42,2.6,938.0,0.0466,4999.0,0.843,0.8,Kepler-763 c,0,0.28882049,0,0,1099.5945,Terran
K2-187 e,1.9,4.27,698.0,0.1106,5438.0,0.83,0.966999,K2-187 e,0,0.28585124,0,0,766.56318,Superterran
K2-189 b,1.403,2.55,1203.0,0.0361,5442.0,0.879,0.85,K2-189 b,0,0.28111801,0,0,1319.5381,Terran
Kepler-42 b,0.78,0.705944,519.0,0.0116,3068.0,0.17,0.13,Kepler-42 b,0,0.36193802,0,0,591.08927,Subterran
K2-199 b,1.73,6.9,913.0,0.0382,4491.0,0.682,0.711,K2-199 b,0,0.27873821,0,0,965.23482,Superterran
K2-151 b,1.49,2.83,566.0,0.0373,3695.0,0.45,0.47,K2-151 b,0,0.34491162,0,0,609.28587,Terran
Kepler-197 b,1.02,1.04,1142.0,0.06,6004.0,1.12,0.857,Kepler-197 b,0,0.29590487,0,0,1334.5629,Terran
Kepler-1998 b,0.6,0.156,1187.0,0.0405,5640.0,0.921,0.962,Kepler-1998 b,0,0.27374549,0,0,1376.2521,Subterran
Kepler-58 e,1.61,597.796,1212.0,0.0533,6100.0,1.083,1.017,Kepler-58 e,0,0.27777423,0,0,1243.2599,Superterran
TOI-4184 b,2.43,6.48,412.0,0.0336,3238.0,0.2347,0.2109,TOI-4184 b,0,0.45006606,0,0,426.33981,Superterran
Kepler-267 b,1.98,37.9,615.0,0.037,4258.0,0.555,0.541571,Kepler-267 b,0,0.28602336,0,0,737.18189,Superterran
Kepler-1713 b,1.71673535,3.59,900.0,0.14185,6477.0,1.459,1.3,Kepler-1713 b,0,0.2782512,0,0,992.92083,Superterran
HD 285968 b,2.83,8.4,450.0,0.066,3703.49,0.478214,0.5,HD 285968 b,0,0.41857856,0,0,431.17498,Superterran
Kepler-746 b,1.11,1.41,1156.0,0.0435,5418.0,0.93,0.91,Kepler-746 b,0,0.29589286,0,0,1249.3407,Terran
Kepler-754 b,2.01,4.7,758.0,0.116,5935.0,1.08,1.06,Kepler-754 b,0,0.26103061,0,0,1073.2392,Superterran
K2-138 c,2.299,6.31,1012.0,0.04461,5356.3,0.863,0.935,K2-138 c,0,0.24509515,0,0,1154.5279,Superterran
K2-4 b,2.1,5.06,563.0,0.078,4014.73,0.569359,0.635026,K2-4 b,0,0.3126325,0,0,608.07088,Superterran
Kepler-772 b,1.82,3.97,866.0,0.11153,5714.0,1.11,0.98,Kepler-772 b,0,0.26880177,0,0,1155.5288,Superterran
K2-21 c,2.49,6.76,420.0,0.107,4222.06,0.646783,0.676023,K2-21 c,0,0.35578499,0,0,497.47619,Superterran
K2-9 b,2.25,5.69,314.0,0.091,3390.0,0.31,0.3,K2-9 b,2,0.6987684,0,1,315.61296,Superterran
Kepler-36 b,1.498,3.83,978.0,0.11419,5979.0,1.634,1.034,Kepler-36 b,0,0.28465208,0,0,1136.3467,Terran
K2-239 b,1.1,1.37,502.0,0.0441,3420.0,0.36,0.4,K2-239 b,0,0.44517693,0,0,487.19882,Terran
K2-233 d,2.363,10.3,525.0,0.1516,4796.0,0.71,0.79,K2-233 d,0,0.32850598,0,0,544.27045,Superterran
K2-243 b,2.17,5.35,1035.0,0.1087,6570.0,1.39,1.29,K2-243 b,0,0.25210375,0,0,1115.7342,Superterran
Kepler-262 c,1.64,3.33,618.0,0.152,5841.0,0.881,0.816,Kepler-262 c,0,0.3148126,0,0,680.7752,Superterran
Kepler-761 b,2.03,4.78,767.0,0.0874,5706.0,0.93,0.95,Kepler-761 b,0,0.26639888,0,0,909.74527,Superterran
LP 791-18 d,1.032,0.91,395.5,0.01992,2960.0,0.182,0.139,LP 791-18 d,0,0.50074413,0,0,446.45819,Terran
K2-288 B b,1.9,4.27,226.36,0.164,3341.0,0.32,0.33,K2-288 B b,2,0.64648814,1,1,233.88566,Superterran
Kepler-780 b,0.89,0.64,2099.0,0.015,5769.0,1.02,1.01,Kepler-780 b,0,0.29200203,0,0,2372.0831,Terran
K2-224 b,1.56,3.05,1002.0,0.0516,5620.0,0.84,0.91,K2-224 b,0,0.28254905,0,0,1102.4291,Terran
K2-228 b,1.21,1.92,914.0,0.0338,4715.0,0.65,0.71,K2-228 b,0,0.30097678,0,0,959.8805,Terran
K2-229 b,1.0,2.55,1818.0,0.0131,5315.0,0.79,0.87,K2-229 b,0,0.29348735,0,0,2009.2773,Terran
Kepler-758 b,2.48,6.71,1005.0,0.10754,6228.0,1.42,1.16,Kepler-758 b,0,0.23528673,0,0,1246.202,Superterran
K2-233 b,1.315,2.4,1127.0,0.03293,4796.0,0.71,0.79,K2-233 b,0,0.29042712,0,0,1170.1003,Terran
K2-211 b,1.33162691,2.33,1873.0,0.01419,5117.0,0.818,0.851,K2-211 b,0,0.28760551,0,0,1923.091,Terran
K2-183 d,2.3,5.9,615.0,0.1527,5482.0,0.87,0.942219,K2-183 d,0,0.28067185,0,0,679.99544,Superterran
K2-162 b,1.44,2.67,631.0,0.0795,4842.0,0.69,0.75,K2-162 b,0,0.32026871,0,0,699.02379,Terran
Kepler-37 d,2.03,2.0,499.0,0.2109,5357.0,0.789,0.79,Kepler-37 d,0,0.36577954,0,0,520.1338,Terran
HD 110113 b,2.05,4.55,1371.0,0.035,5732.0,0.968,0.997,HD 110113 b,0,0.25391742,0,0,1508.8852,Superterran
Kepler-504 b,1.59,3.15,374.0,0.0646,3519.0,0.33,0.33,Kepler-504 b,0,0.46077378,0,0,456.62456,Terran
Kepler-814 b,2.12,5.14,1164.0,0.0695,6162.0,1.22,1.15,Kepler-814 b,0,0.25008973,0,0,1603.9215,Superterran
Kepler-798 b,2.39,6.3,864.0,0.1174,6224.0,1.29,1.19,Kepler-798 b,0,0.24647593,0,0,954.09468,Superterran
Kepler-280 b,1.45,2.7,1425.0,0.032,5744.0,0.886,0.962,Kepler-280 b,0,0.28271317,0,0,1550.0672,Terran
Kepler-1859 c,1.66,3.39,1327.0,0.0473,5887.0,1.235,1.09,Kepler-1859 c,0,0.27360277,0,0,1445.423,Superterran
Kepler-286 b,1.24,2.07,1367.0,0.027,5580.0,0.863,0.83,Kepler-286 b,0,0.29018382,0,0,1637.735,Terran
Kepler-1988 b,1.53,2.96,1105.0,0.1038,6033.0,1.788,1.127,Kepler-1988 b,0,0.28143754,0,0,1248.3226,Terran
Kepler-1992 b,0.91,0.693,637.0,0.1169,5383.0,0.842,0.874,Kepler-1992 b,0,0.31154576,0,0,837.08251,Terran
Kepler-1997 b,2.28,5.82,660.0,0.1815,6215.0,1.052,1.111,Kepler-1997 b,0,0.27212036,0,0,728.59671,Superterran
Kepler-139 d,1.695,2.0,972.0,0.0755533961,5622.0,1.045,1.078,Kepler-139 d,0,0.27724912,0,0,1056.3301,Superterran
Kepler-65 b,1.42,2.4,1740.0,0.035,6211.0,1.41,1.25,Kepler-65 b,0,0.2829048,0,0,2011.964,Terran
Kepler-1643 b,2.32,5.99,799.0,0.0531,4916.0,0.855,0.845,Kepler-1643 b,0,0.24993616,0,0,951.43311,Superterran
Kepler-80 e,1.6,4.13,629.0,0.0491,4540.0,0.678,0.73,Kepler-80 e,0,0.29358323,0,0,833.46003,Terran
Kepler-82 d,1.77,885.098,1253.0,0.034,5428.0,0.945,0.946,Kepler-82 d,0,0.26848884,0,0,1402.6072,Superterran
Kepler-1162 c,1.81,3.93,401.0,0.2832,5225.0,0.859,0.861,Kepler-1162 c,0,0.45695539,0,0,449.13706,Superterran
Kepler-1229 b,1.4,2.54,212.0,0.3006,3784.0,0.51,0.54,Kepler-1229 b,1,0.62049439,1,1,217.1106,Terran
Kepler-1837 b,2.06673842,4.92,1012.0,0.065,5966.0,0.961,1.049,Kepler-1837 b,0,0.25788761,0,0,1085.0977,Superterran
Kepler-406 b,1.43,6.35,1302.0,0.03599,5538.0,1.07,1.07,Kepler-406 b,0,0.28351944,0,0,1559.3053,Terran
Kepler-1855 b,1.216205,1.96,849.0,0.0115,3460.0,0.356,0.385,Kepler-1855 b,0,0.29320405,0,0,1272.9947,Terran
Kepler-446 b,1.5,2.86,648.0,0.0182,3359.0,0.24,0.22,Kepler-446 b,0,0.35551275,0,0,584.64175,Terran
Kepler-231 b,1.73,35.4,488.0,0.074,3767.0,0.49,0.58,Kepler-231 b,0,0.34444435,0,0,582.51842,Superterran
Kepler-1232 b,1.93,4.38,523.0,0.16545,5471.0,0.89,0.92,Kepler-1232 b,0,0.33867423,0,0,572.04152,Superterran
Kepler-1168 b,2.5,6.8,379.0,0.2663,5157.0,0.82,0.87,Kepler-1168 b,0,0.47139058,0,0,410.90359,Superterran
Kepler-1680 b,1.35954736,2.42,771.0,0.07642,5021.0,0.723259,0.834,Kepler-1680 b,0,0.31284007,0,0,759.91933,Terran
Kepler-1831 b,1.97019818,4.54,1051.0,0.0655,6063.0,1.012,1.117,Kepler-1831 b,0,0.26250003,0,0,1095.3549,Superterran
Kepler-1152 b,0.87,0.59,806.0,0.0223,3964.0,0.53,0.55,Kepler-1152 b,0,0.29990374,0,0,1024.5262,Terran
