pl_name,pl_rade,pl_bmasse,pl_eqt,pl_orbper,pl_orbeccen,pl_orbsmax,pl_insol,st_teff,st_rad,st_mass,st_met,P_NAME,P_HABITABLE,P_ESI,P_HABZONE_CON,P_HABZONE_OPT,P_TEMP_SURF,P_TYPE
Kepler-1577 b,1.13,1.51,1125.0,6.30560247,0.0,0.0657,57.751,4862.0,0.74,0.78,0.0,Kepler-1577 b,0,0.31580398,0,0,791.39415,Terran
Kepler-393 c,1.33,2.33,901.0,14.613612,0.0,0.124,231.213,6189.0,1.382,1.256,0.0322,Kepler-393 c,0,0.29224869,0,0,1104.6245,Terran
Kepler-1439 b,1.46,2.73,420.0,8.07392849,0.0,0.0594,9.081,3578.0,0.43,0.46,-0.03,Kepler-1439 b,0,0.43269579,0,0,485.32459,Terran
Kepler-1595 b,1.23,2.04,980.0,4.56380468,0.0,0.051,185.568,5203.0,0.8,0.84,-0.02,Kepler-1595 b,0,0.29753162,0,0,1033.6903,Terran
Kepler-861 b,2.28,5.82,966.0,3.949631375,0.0,0.0463,197.29,5047.0,0.78,0.82,0.01,Kepler-861 b,0,0.24845815,0,0,1045.6468,Superterran
Kepler-881 b,1.78,3.82,1217.0,4.44448017,0.0,0.0552,538.569,5961.0,1.09,1.06,0.0,Kepler-881 b,0,0.2687273,0,0,1312.0669,Superterran
Kepler-1223 b,1.22,1.98,557.0,16.301259,0.0,0.1186,20.51,4870.0,0.75,0.8,0.04,Kepler-1223 b,0,0.3549864,0,0,611.83339,Terran
Kepler-327 d,1.73,3.64,387.0,13.969457,0.0,0.09,7.59,3799.0,0.492,0.591913,-0.2,Kepler-327 d,0,0.44157953,0,0,464.30597,Superterran
Kepler-243 b,2.45,6.57,850.0,5.715442,0.0,0.062,115.505,5228.0,0.842,0.904,0.26,Kepler-243 b,0,0.24468596,0,0,932.13685,Superterran
Kepler-1086 b,2.44,6.53,433.0,18.78425728,0.0,0.1198,9.157,4350.0,0.66,0.7,0.06,Kepler-1086 b,0,0.35424799,0,0,506.63724,Superterran
Kepler-981 b,2.31,5.95,1103.0,4.469757736,0.0,0.0535,337.471,5718.0,0.96,0.98,0.01,Kepler-981 b,0,0.24404617,0,0,1187.131,Superterran
TRAPPIST-1 f,1.045,1.039,217.7,9.20754,0.01007,0.03849,0.373,2566.0,0.1192,0.0898,0.052,TRAPPIST-1 f,1,0.67711241,1,1,224.90485,Terran
Kepler-1987 b,1.23,2.04,997.0,2.345863002,0.0,0.0318,233.38,4769.0,0.714,0.799,0.12,Kepler-1987 b,0,0.29499336,0,0,1131.6496,Terran
Kepler-1470 b,1.07,1.24,574.0,16.2950903,0.0,0.116,23.918,4961.0,0.76,0.8,-0.01,Kepler-1470 b,0,0.34841669,0,0,638.55238,Terran
HD 3167 d,1.92,4.33,859.5,8.4112,0.12,0.0763,88.9,5261.0,0.88,0.837,0.04,HD 3167 d,0,0.27297478,0,0,890.78087,Superterran
K2-229 c,2.03,7.0,750.0,8.32727,0.0,0.0769,66.0,5315.0,0.79,0.87,-0.09,K2-229 c,0,0.27224107,0,0,829.30131,Superterran
Kepler-1651 b,1.84,4.04,393.0,9.87863917,0.13,0.0692,5.65,3713.0,0.503,0.522,-0.16,Kepler-1651 b,0,0.39654805,0,0,497.06327,Superterran
Kepler-1088 b,1.42,2.6,667.0,23.12748644,0.0,0.16163,44.887,5975.0,1.08,1.08,0.05,Kepler-1088 b,0,0.31077793,0,0,756.99719,Terran
Kepler-32 b,2.2,1303.0,514.0,5.90124,0.0,0.05,22.025,3900.0,0.53,0.58,0.0,Kepler-32 b,0,0.30624094,0,0,611.56204,Superterran
Kepler-1257 b,1.52,2.92,1252.0,2.668313762,0.0,0.0376,546.908,5502.0,0.87,0.9,-0.09,Kepler-1257 b,0,0.28066864,0,0,1371.9289,Terran
Kepler-52 c,1.84,45.4,433.0,16.3850021,0.012,0.10379,8.55,4075.0,0.52,0.54,0.0,Kepler-52 c,0,0.39216848,0,0,503.32415,Superterran
Kepler-625 b,1.99,4.62,852.0,7.75192492,0.0,0.08137,407.833,5789.0,0.96,1.04,0.1,Kepler-625 b,0,0.25824239,0,0,1311.4294,Superterran
Kepler-1328 b,0.98,0.904,1214.0,4.52158888,0.0,0.052,545.672,5780.0,0.99,1.0,0.0,Kepler-1328 b,0,0.2951943,0,0,1426.2567,Terran
HD 191939 d,2.995,2.8,540.0,38.353037,0.031,0.2132,14.3,5348.0,0.94,0.81,-0.15,HD 191939 d,0,0.29106771,0,0,559.44298,Terran
Kepler-369 b,1.13,1.51,687.0,2.732756,0.0,0.03,40.295,3591.0,0.471,0.5,-0.09,Kepler-369 b,0,0.32421746,0,0,733.44051,Terran
Kepler-1699 b,1.56671124,3.08,1010.0,3.49082,0.0,0.0418,245.65,5575.53,0.725,0.81,0.225,Kepler-1699 b,0,0.281095,0,0,1157.6769,Terran
Kepler-326 d,1.21,6.9,781.0,6.766888,0.0,0.066,180.644,5105.0,0.801,0.91,0.2385,Kepler-326 d,0,0.29845628,0,0,1023.0658,Terran
Kepler-1215 b,1.22,1.98,1046.0,4.76703963,0.0,0.0528,253.964,5616.0,0.93,0.95,0.01,Kepler-1215 b,0,0.29536986,0,0,1127.4793,Terran
Kepler-19 b,2.209,6.1,851.0,9.28699,0.41,0.0846,87.6,5541.0,0.859,0.936,-0.13,Kepler-19 b,0,0.2567577,0,0,891.67565,Superterran
Teegarden's Star b,1.05,1.16,277.0,4.90634,0.03,0.0259,1.08,3034.0,0.12,0.097,-0.11,Teegarden's Star b,1,0.96836238,0,1,293.09014,Terran
Kepler-342 e,0.88,0.615,1897.0,1.644224613,0.0,0.02909,3111.322,6366.0,1.34,1.26,0.12,Kepler-342 e,0,0.29188104,0,0,2181.4322,Terran
Kepler-245 c,2.18,26.7,568.0,17.460812,0.0,0.124,25.152,5100.0,0.795,0.856,0.12,Kepler-245 c,0,0.29441734,0,0,650.45114,Superterran
TOI-1347 c,1.6,6.4,1000.0,4.841962,0.0,0.0546,183.6642,5464.0,0.83,0.913,0.04,TOI-1347 c,0,0.28165234,0,0,1063.3022,Terran
K2-291 b,1.589,6.49,1278.0,2.225177,0.0,0.03261,633.0,5520.0,0.899,0.934,0.08,K2-291 b,0,0.27697092,0,0,1447.9385,Terran
Kepler-246 b,2.34,6.08,896.0,4.60182,0.0,0.052,141.613,5206.0,0.831,0.853,0.2,Kepler-246 b,0,0.24722077,0,0,994.65816,Superterran
HD 219134 c,1.511,4.36,782.0,6.76458,0.062,0.0653,62.1,4699.0,0.778,0.81,0.11,HD 219134 c,0,0.3003019,0,0,807.44785,Terran
Kepler-102 e,2.17,4.7,590.0,16.1456994,0.089,0.1162,20.3,4909.0,0.724,0.803,0.11,Kepler-102 e,0,0.31095415,0,0,602.70806,Superterran
Kepler-450 d,0.837,17.6,1199.0,7.51464,0.14,0.0827,557.205,6197.21,1.64162,1.19,0.1278,Kepler-450 d,0,0.29272919,0,0,1380.3327,Terran
TOI-2096 c,1.914,4.32,349.0,6.38784,0.1,0.04,3.7,3300.0,0.235,0.231,-0.03,TOI-2096 c,0,0.53629532,0,0,398.67901,Superterran
Kepler-113 c,2.18,8.7,628.0,8.92507,0.0,0.07796,45.596,4725.0,0.69,0.75,0.05,Kepler-113 c,0,0.27533636,0,0,739.8296,Superterran
Kepler-174 d,2.19,5.43,212.0,247.35373,0.0,0.677,0.53,4880.0,0.622,0.602,-0.56,Kepler-174 d,2,0.67845615,1,1,251.84376,Superterran
Kepler-1286 b,2.15,5.27,888.0,11.25402929,0.0,0.0991,151.77,5753.0,0.98,1.0,0.03,Kepler-1286 b,0,0.25688133,0,0,983.75894,Superterran
Kepler-645 b,2.1,5.06,1730.0,3.275822621,0.0,0.04541,1364.762,6170.0,1.21,1.13,-0.01,Kepler-645 b,0,0.25082831,0,0,1684.913,Superterran
Kepler-1845 b,2.43836702,6.52,584.0,11.60649967,0.0,0.0885,27.47,4703.0,0.701,0.686,-0.14,Kepler-1845 b,0,0.27092099,0,0,693.35218,Superterran
Kepler-138 c,1.51,2.3,410.0,13.7815,0.017,0.0913,6.8,3841.0,0.535,0.535,-0.18,Kepler-138 c,0,0.45682631,0,0,463.108,Terran
Kepler-217 b,2.23,5.6,1413.0,5.374943,0.0,0.065,1366.477,6171.0,1.799,1.342,-0.07,Kepler-217 b,0,0.24434166,0,0,1741.6819,Superterran
Kepler-1434 b,1.11,1.41,1320.0,8.05333618,0.0,0.0917,925.289,6291.0,2.04,1.47,0.19,Kepler-1434 b,0,0.29348224,0,0,1580.3627,Terran
Kepler-59 b,1.1,4.1,864.0,11.8681707,0.0,0.09943,187.51,6074.0,0.94,1.04,-0.2,Kepler-59 b,0,0.29930077,0,0,1075.001,Terran
Kepler-784 c,1.55,3.02,844.0,17.157236,0.0,0.1309,119.87,5676.0,1.487,1.016,0.1,Kepler-784 c,0,0.27991698,0,0,1302.284,Terran
Kepler-345 c,1.2,2.2,575.0,9.387427,0.0,0.077,25.83,4504.0,0.623,0.61,0.1905,Kepler-345 c,0,0.31560245,0,0,779.70471,Terran
Kepler-1788 b,2.37850461,6.25,956.0,2.800120115,0.0,0.0343,197.81,4786.0,0.704,0.686,-0.2,Kepler-1788 b,0,0.24253027,0,0,1092.7692,Superterran
Kepler-922 b,1.42,2.6,1876.0,0.938466832,0.0,0.01795,2142.634,5671.0,0.93,0.95,-0.05,Kepler-922 b,0,0.28294953,0,0,1975.3308,Terran
Kepler-1205 b,1.41,2.57,1667.0,1.078390352,0.0,0.0196,1038.493,5226.0,0.81,0.84,-0.04,Kepler-1205 b,0,0.28413438,0,0,1615.4647,Terran
Kepler-1478 b,1.73,3.64,598.0,26.0840594,0.0,0.1681,85.282,5904.0,1.06,1.04,0.03,Kepler-1478 b,0,0.28693793,0,0,835.87563,Superterran
Kepler-230 c,2.04,4.82,359.0,91.773242,0.0,0.38,2.976,5588.0,0.817,0.784,-0.21,Kepler-230 c,0,0.57397581,0,0,377.60151,Superterran
Kepler-150 b,1.25,2.1,1131.0,3.428054,0.0,0.044,367.262,5560.0,0.939,0.956,0.12,Kepler-150 b,0,0.29247296,0,0,1250.1127,Terran
Kepler-336 d,2.37,6.21,749.0,20.678772,0.0,0.154,74.36,5867.0,1.304,1.09,0.337,Kepler-336 d,0,0.25351951,0,0,851.46178,Superterran
Kepler-1768 b,2.23346338,5.62,933.0,15.13589954,0.0,0.1286,179.16,6050.0,1.572,1.24,0.14,Kepler-1768 b,0,0.25439134,0,0,946.35708,Superterran
TOI-2136 b,2.19,6.37,395.0,7.851928,0.0,0.057,4.0,3342.0,0.34,0.34,0.03,TOI-2136 b,0,0.50033629,0,0,406.90038,Superterran
Kepler-1047 b,2.09,5.02,503.0,56.1886887,0.0,0.29871,28.851,5754.0,1.13,1.08,0.29,Kepler-1047 b,0,0.29206196,0,0,677.36964,Superterran
Kepler-169 b,1.13,1.51,962.0,3.250619,0.0,0.04,195.221,4997.0,0.763,0.825,0.17,Kepler-169 b,0,0.29861868,0,0,1081.1738,Terran
TRAPPIST-1 b,1.116,1.374,397.6,1.510826,0.00622,0.01154,4.153,2566.0,0.1192,0.0898,0.052,TRAPPIST-1 b,0,0.56548578,0,0,410.74432,Terran
Kepler-296 c,2.0,4.66,606.0,5.8416366,0.33,0.0521,14.8,3740.0,0.48,0.498,-0.08,Kepler-296 c,0,0.35624429,0,0,525.06227,Superterran
Kepler-964 b,2.12,5.14,652.0,13.5225106,0.0,0.1073,43.916,5427.0,0.84,0.93,0.03,Kepler-964 b,0,0.2783817,0,0,739.87591,Superterran
Kepler-11 f,2.49,2.0,513.0,46.6888,0.013,0.25,19.53,5663.0,1.065,0.961,0.05,Kepler-11 f,0,0.28957001,0,0,616.52534,Terran
Kepler-1268 b,2.03,4.78,627.0,40.9903986,0.0,0.2383,40.652,5904.0,1.09,1.06,0.05,Kepler-1268 b,0,0.28656171,0,0,718.80899,Superterran
Kepler-1561 b,1.09,1.32,1682.0,1.005207007,0.0,0.0194,2364.807,5957.0,1.11,1.07,0.04,Kepler-1561 b,0,0.29279452,0,0,2041.8539,Terran
Kepler-149 c,1.61,3.22,436.0,55.328328,0.0,0.281,10.084,5381.0,0.953,1.013,0.3805,Kepler-149 c,0,0.40262899,0,0,506.78338,Superterran
Kepler-237 c,2.08,4.98,687.0,8.103636,0.0,0.071,60.642,4861.0,0.725,0.696,0.22,Kepler-237 c,0,0.27052492,0,0,820.43909,Superterran
Kepler-169 e,2.2,5.48,595.0,13.767102,0.0,0.105,28.548,4997.0,0.763,0.825,0.17,Kepler-169 e,0,0.28883167,0,0,667.31498,Superterran
Kepler-1947 b,1.0101666,1.01,1298.0,6.963630199,0.0,0.07375,229.4,6040.0,1.686,0.984,-0.44,Kepler-1947 b,0,0.29839956,0,0,1150.1136,Terran
Kepler-1644 b,1.88,4.19,606.0,21.0907758,0.0,0.142,31.86,5499.0,0.86,0.89,-0.1,Kepler-1644 b,0,0.30380338,0,0,674.57672,Superterran
Kepler-1603 b,1.29,2.21,1522.0,2.27163926,0.0,0.0351,1269.46,6241.0,1.31,1.21,0.07,Kepler-1603 b,0,0.28758589,0,0,2305.5363,Terran
Kepler-1460 b,1.96,4.5,391.0,29.9633247,0.0,0.1614,5.469,4422.0,0.67,0.7,-0.02,Kepler-1460 b,0,0.45947466,0,0,440.52824,Superterran
TOI-712 b,2.049,4.85,650.0,9.531361,0.54,0.07928,22.6,4622.0,0.674,0.732,-0.02,TOI-712 b,0,0.28887835,0,0,658.74875,Superterran
Kepler-267 d,2.27,5.77,301.0,28.464515,0.0,0.154,2.647,4258.0,0.555,0.541571,-0.18,Kepler-267 d,0,0.59200638,0,0,361.33927,Superterran
Kepler-1117 b,1.11,1.41,938.0,4.79028459,0.0,0.05485,194.976,5612.0,0.93,0.95,0.03,Kepler-1117 b,0,0.29894983,0,0,1082.254,Terran
Kepler-402 c,1.56,3.05,1140.0,6.124821,0.0,0.068,353.973,6090.0,1.264,1.072,-0.08,Kepler-402 c,0,0.28016372,0,0,1239.9982,Terran
Kepler-311 b,1.7,3.53,960.0,9.176092,0.0,0.087,201.362,5905.0,1.188,0.994,-0.03,Kepler-311 b,0,0.27612531,0,0,1089.9734,Superterran
Kepler-269 b,2.47,6.66,1007.0,5.326718,0.0,0.061,604.9,5847.0,0.959,0.92,0.4,Kepler-269 b,0,0.23413282,0,0,1439.6622,Superterran
Kepler-482 b,2.36,6.17,352.0,56.35418576,0.0,0.25787,4.436,4871.0,0.72,0.75,-0.13,Kepler-482 b,0,0.46706163,0,0,418.80831,Superterran
Kepler-1246 b,1.36,2.42,554.0,11.32271513,0.0,0.0848,26.451,4611.0,0.69,0.73,-0.03,Kepler-1246 b,0,0.33630461,0,0,650.09615,Terran
Kepler-1987 c,1.33,2.33,860.0,3.64830183,0.0,0.0427,129.44,4769.0,0.714,0.799,0.12,Kepler-1987 c,0,0.2963013,0,0,976.58845,Terran
Kepler-1839 b,1.9493759,4.46,1049.0,5.056759834,0.0,0.0583,286.32,5926.0,0.939,1.03,-0.04,Kepler-1839 b,0,0.26011551,0,0,1330.734,Superterran
Kepler-18 b,2.0,6.9,1165.0,3.504725,0.0,0.0447,355.735,5345.0,1.108,0.972,0.19,Kepler-18 b,0,0.2575163,0,0,1336.6625,Superterran
K2-321 b,2.05124347,4.86,830.0,2.2979749,0.44,0.02839,68.5516,3750.0,0.595,0.578,0.148,K2-321 b,0,0.29644022,0,0,690.2932,Superterran
HD 219134 f,1.31,7.3,522.6,22.717,0.148,0.1463,12.38,4699.0,0.778,0.81,0.11,HD 219134 f,0,0.39013041,0,0,538.8344,Terran
Kepler-1503 b,2.27,5.77,321.0,96.16987,0.0,0.3771,5.636,5069.0,0.74,0.77,-0.19,Kepler-1503 b,0,0.45283019,0,0,431.21837,Superterran
Kepler-1236 b,2.14,5.22,480.0,31.0571618,0.0,0.1803,13.571,5337.0,0.82,0.86,-0.09,Kepler-1236 b,0,0.34276709,0,0,544.72544,Superterran
Kepler-57 c,2.196,6.86,671.0,11.6,0.0725,0.09588,48.574,5187.9,0.826,0.859,0.1166,Kepler-57 c,0,0.30405323,0,0,762.58789,Terran
Kepler-1474 b,2.16,5.31,561.0,36.4333452,0.0,0.2108,21.392,5870.0,1.04,1.04,0.04,Kepler-1474 b,0,0.29946645,0,0,637.14784,Superterran
TOI-544 b,2.018,2.89,999.0,1.548352,0.0,0.0225,240.195,4169.0,0.623,0.631,-0.17,TOI-544 b,0,0.25911503,0,0,1142.4423,Terran
Kepler-1396 b,2.07,4.94,786.0,18.2206421,0.0,0.1406,71.816,6195.0,1.27,1.18,0.04,Kepler-1396 b,0,0.26745611,0,0,862.84515,Superterran
Kepler-83 d,1.94,4.1,569.0,5.169796,0.0,0.051,28.81,4648.0,0.594,0.58,-0.2,Kepler-83 d,0,0.30039632,0,0,675.52346,Superterran
Kepler-797 b,2.17,5.35,605.0,27.07237711,0.0,0.181,90.1,5680.0,0.95,0.96,-0.02,Kepler-797 b,0,0.26081464,0,0,886.31119,Superterran
GJ 887 c,2.43,6.5,320.0,21.784,0.17,0.121,2.5,3688.0,0.468,0.495,-0.06,GJ 887 c,0,0.55357397,0,0,363.77672,Superterran
Kepler-1374 b,2.29,5.86,737.0,10.65276707,0.0,0.0918,59.789,5323.0,0.81,0.85,-0.13,Kepler-1374 b,0,0.26580437,0,0,768.25285,Superterran
Kepler-1307 b,2.47,6.66,768.0,18.01621096,0.0,0.1369,41.185,5884.0,1.08,1.06,0.06,Kepler-1307 b,0,0.26986868,0,0,690.99324,Superterran
Kepler-520 c,1.07,1.24,1107.0,5.21104261,0.0,0.06035,351.69,6112.0,1.09,1.1,-0.03,Kepler-520 c,0,0.29402849,0,0,1583.1873,Terran
Kepler-1030 b,2.48,6.71,529.0,19.32952416,0.0,0.1338,16.881,4983.0,0.76,0.8,-0.01,Kepler-1030 b,0,0.30903593,0,0,572.06775,Superterran
Kepler-1382 b,1.88,4.19,959.0,16.3583055,0.0,0.14023,198.471,6161.0,1.72,1.36,0.3,Kepler-1382 b,0,0.26772251,0,0,1067.1905,Superterran
HD 15906 b,2.24,5.65,668.0,10.924709,0.11,0.09,33.14,4757.0,0.762,0.79,0.02,HD 15906 b,0,0.28100142,0,0,690.59713,Superterran
Kepler-1841 b,1.48912557,2.82,542.0,25.88599968,0.0,0.1606,20.35,5190.0,0.899,0.823,0.12,Kepler-1841 b,0,0.34397282,0,0,611.7201,Terran
Kepler-2001 c,1.82,3.97,597.0,14.092583189,0.0,0.1084,30.1,5081.0,0.77,0.864,0.12,Kepler-2001 c,0,0.31729858,0,0,638.13252,Superterran
Kepler-1610 b,1.61,3.22,750.0,8.70181574,0.0,0.0777,56.212,5383.0,0.87,0.91,0.1,Kepler-1610 b,0,0.29863975,0,0,781.56484,Superterran
Kepler-1977 b,1.66,3.39,798.0,4.53702121,0.0,0.0486,95.61,4805.0,0.688,0.769,-0.06,Kepler-1977 b,0,0.28728207,0,0,875.20016,Superterran
Kepler-887 b,1.84,4.04,785.0,20.42228798,0.0,0.15431,109.842,6194.0,1.29,1.19,0.08,Kepler-887 b,0,0.27396548,0,0,948.92068,Superterran
Kepler-140 c,1.8,3.89,428.0,91.353282,0.0,0.414,9.957,6077.0,1.288,1.044,-0.039,Kepler-140 c,0,0.38294512,0,0,516.62492,Superterran
K2-12 b,2.44,5.2,1026.0,8.28246,0.5,0.0792,185.0,5672.0,1.117,0.965,0.0,K2-12 b,0,0.23941186,0,0,1047.7745,Superterran
Kepler-1089 b,1.83,4.01,584.0,5.132485618,0.0,0.0497,26.266,3753.0,0.49,0.52,-0.09,Kepler-1089 b,0,0.32617528,0,0,611.64204,Superterran
Kepler-1178 b,1.07,1.24,378.0,31.80634,0.0,0.1596,23.237,4990.0,0.75,0.8,-0.05,Kepler-1178 b,0,0.35748142,0,0,613.98686,Terran
Kepler-1385 b,0.85,0.543,1423.0,2.88879862,0.0,0.04262,1591.477,5732.0,1.29,1.15,0.41,Kepler-1385 b,0,0.29143357,0,0,1829.7909,Terran
Kepler-1417 b,1.0,0.972,695.0,20.3505213,0.0,0.14062,114.332,5839.0,1.02,1.02,0.02,Kepler-1417 b,0,0.30446041,0,0,954.67534,Terran
Kepler-789 b,2.12,5.14,1419.0,8.63847725,0.0,0.0951,312.34,5870.0,1.02,1.01,-0.06,Kepler-789 b,0,0.25254325,0,0,1241.1814,Superterran
Kepler-484 b,2.28,5.82,766.0,10.045569313,0.0,0.09036,90.629,5668.0,0.87,0.96,-0.1,Kepler-484 b,0,0.2552133,0,0,889.24517,Superterran
Kepler-1072 b,1.58,3.12,1849.0,1.569066502,0.0,0.02742,2944.0,6199.0,1.32,1.2,0.07,Kepler-1072 b,0,0.27567633,0,0,2164.2099,Terran
Kepler-1923 b,1.95958179,4.5,553.0,52.60969925,0.0,0.2846,8.63,5881.0,1.294,1.109,0.16,Kepler-1923 b,0,0.31408517,0,0,625.2563,Superterran
Kepler-197 b,1.02,1.04,1142.0,5.599308,0.02,0.06,431.256,6004.0,1.12,0.857,-0.441,Kepler-197 b,0,0.29590487,0,0,1334.5629,Terran
Kepler-204 c,1.79,3.86,683.0,25.660593,0.0,0.173,36.886,5812.0,1.238,1.038,0.07,Kepler-204 c,0,0.30198855,0,0,703.72417,Superterran
Kepler-1745 b,1.92872921,4.38,1449.0,3.016190052,0.0,0.0408,1044.49,5611.0,1.4,0.995,0.16,Kepler-1745 b,0,0.26038251,0,0,1430.031,Superterran
Kepler-324 e,2.03862444,235.014,635.0,13.97939968,0.0,0.10972,38.9,5191.0,0.826,0.844,0.08,Kepler-324 e,0,0.28328405,0,0,735.23027,Superterran
GJ 514 b,2.13,5.2,202.0,140.43,0.45,0.422,0.28,3728.0,0.5,0.51,-0.14,GJ 514 b,2,0.52010084,0,1,198.92846,Superterran
Kepler-566 b,2.15,5.27,526.0,18.42794624,0.0,0.1247,16.879,5132.0,0.79,0.83,-0.01,Kepler-566 b,0,0.31245259,0,0,602.54889,Superterran
TOI-1695 b,1.9,6.36,698.0,3.1342791,0.097,0.033548,39.0,3690.0,0.515,0.513,0.0,TOI-1695 b,0,0.29288865,0,0,720.00609,Superterran
Kepler-732 b,2.18,5.39,407.0,9.467814048,0.0,0.0691,8.559,3631.0,0.46,0.49,-0.01,Kepler-732 b,0,0.3786201,0,0,495.9484,Superterran
Kepler-1291 b,1.66,3.39,739.0,8.63043276,0.0,0.0779,62.823,5216.0,0.8,0.84,-0.04,Kepler-1291 b,0,0.29541326,0,0,787.78334,Superterran
Kepler-400 c,1.49,2.83,755.0,17.340824,0.0,0.134,76.86,5886.0,1.145,1.08,0.0844,Kepler-400 c,0,0.29666216,0,0,857.77448,Terran
Kepler-1093 c,1.96,4.5,508.0,89.722292,0.0,0.41037,18.1,6166.0,1.2,1.13,-0.01,Kepler-1093 c,0,0.32497613,0,0,597.27923,Superterran
Kepler-1131 b,1.59,3.15,1159.0,3.53232449,0.0,0.0459,453.142,5851.0,1.04,1.03,0.05,Kepler-1131 b,0,0.27786973,0,0,1321.354,Terran
Kepler-101 c,1.25,3.78,1413.0,6.02976,0.0,0.0684,596.069,5667.0,1.56,1.17,0.33,Kepler-101 c,0,0.2910374,0,0,1400.8688,Terran
TOI-1416 b,1.62,3.48,1517.0,1.0697568,0.0,0.019,883.0,4884.0,0.793,0.798,0.08,TOI-1416 b,0,0.27479549,0,0,1601.5803,Superterran
Kepler-1167 b,1.71,3.57,1419.0,1.003933739,0.0,0.0175,1039.697,4971.0,0.75,0.79,-0.05,Kepler-1167 b,0,0.27046578,0,0,1597.3736,Superterran
Kepler-122 b,2.34,6.08,1159.0,5.766193,0.0,0.064,448.102,6050.0,1.216,0.982,-0.08,Kepler-122 b,0,0.2409877,0,0,1328.4204,Superterran
HD 5278 b,2.45,7.8,943.0,14.339156,0.08,0.1202,132.0,6203.0,1.194,1.126,-0.12,HD 5278 b,0,0.24274745,0,0,974.53911,Superterran
Kepler-133 b,1.76,3.75,1041.0,8.129976,0.0,0.083,408.58,5736.0,1.425,1.02,0.282,Kepler-133 b,0,0.27021884,0,0,1264.4058,Superterran
Kepler-1958 b,2.05124311,4.86,806.0,9.328619957,0.0,0.0856,99.6,5749.0,0.864,0.961,-0.1,Kepler-1958 b,0,0.2618556,0,0,982.74001,Superterran
Kepler-1892 b,1.83707938,4.03,822.0,6.331230164,0.0,0.0633,108.04,5383.0,0.759,0.851,-0.22,Kepler-1892 b,0,0.27353688,0,0,961.55397,Superterran
Kepler-1222 b,0.79,0.418,1246.0,1.916944254,0.0,0.02801,416.231,5239.0,0.8,0.84,-0.04,Kepler-1222 b,0,0.29124289,0,0,1316.1366,Subterran
Kepler-1492 b,1.49,2.83,801.0,16.75255007,0.0,0.1262,11.523,4712.0,0.72,0.77,0.06,Kepler-1492 b,0,0.39393648,0,0,524.68161,Terran
Kepler-919 b,2.25,5.69,869.0,11.04603384,0.0,0.0981,153.915,6113.0,1.21,1.15,0.07,Kepler-919 b,0,0.25097959,0,0,1011.2092,Superterran
Kepler-299 d,1.86,4.12,729.0,15.054786,0.0,0.118,69.96,5617.0,1.032,1.004,0.12,Kepler-299 d,0,0.28214141,0,0,816.55326,Superterran
TOI-1468 c,2.126,4.1,338.1,15.532477,0.111,0.08608,2.13,3376.0,0.3714,0.3527,-0.01,TOI-1468 c,0,0.63779096,0,0,350.69315,Superterran
Kepler-224 e,1.97,4.54,517.0,18.643577,0.0,0.124,18.732,5018.0,0.676,0.777,-0.06,Kepler-224 e,0,0.32009119,0,0,607.7356,Superterran
Kepler-1488 c,1.65156749,3.37,1212.0,6.158269882,0.0,0.06959,760.6,5710.0,1.524,1.003,0.0,Kepler-1488 c,0,0.27337393,0,0,1572.3983,Superterran
Kepler-1380 b,1.43,2.63,786.0,10.3108245,0.0,0.0917,90.1,5570.0,0.94,0.96,0.1,Kepler-1380 b,0,0.28583686,0,0,1247.3572,Terran
Kepler-1501 b,1.56,3.05,787.0,14.5564533,0.0,0.11592,100.001,6229.0,1.3,1.2,0.04,Kepler-1501 b,0,0.28912906,0,0,922.20259,Terran
Kepler-1777 b,2.13189678,5.19,819.0,12.18420029,0.0,0.10301,71.3,5771.0,1.068,0.984,0.06,Kepler-1777 b,0,0.26318551,0,0,879.11601,Superterran
Kepler-1450 b,1.71,3.57,308.0,54.5094166,0.0,0.2401,3.078,4524.0,0.68,0.71,-0.02,Kepler-1450 b,0,0.60405196,0,0,377.33704,Superterran
Kepler-1680 b,1.35954736,2.42,771.0,8.77424,0.0,0.07642,49.0,5021.0,0.723259,0.834,-0.07,Kepler-1680 b,0,0.31284007,0,0,759.91933,Terran
Kepler-1702 b,1.60190793,3.2,555.0,18.5012,0.0,0.1275,22.4,5093.0,0.725742,0.85,-0.24,Kepler-1702 b,0,0.3408124,0,0,605.57847,Superterran
Kepler-238 c,2.39,152.522,1146.0,6.155557,0.0,0.069,592.298,5751.0,1.43,1.229,0.34,Kepler-238 c,0,0.23807035,0,0,1402.8169,Superterran
Kepler-398 d,0.88,0.615,636.0,6.83437001,0.0,0.0618,40.831,4557.0,0.67,0.72,-0.06,Kepler-398 d,0,0.32549199,0,0,725.57328,Terran
G 9-40 b,1.9,4.0,440.6,5.7459982,0.0,0.0418,6.27,3395.0,0.3026,0.2952,-0.07,G 9-40 b,0,0.41388817,0,0,471.46033,Superterran
Kepler-362 b,0.88,0.615,838.0,10.327186,0.0,0.087,207.336,5788.0,0.722,0.904,-0.12,Kepler-362 b,0,0.29802529,0,0,1100.0588,Terran
Kepler-292 d,2.23,5.6,808.0,7.055679,0.0,0.068,103.005,5299.0,0.826,0.865,0.04,Kepler-292 d,0,0.25648754,0,0,908.70112,Superterran
